PassengerID,Name,FamilyName,Age,Gender,City,Salary,Married,Children,Education,Purchased
270,Bob,Patel,43.0,unknown,Delhi,140000.0,No,2.0,Post-Graduate,0
271,Priya,Johnson,27.0,Male,New York,55000.0,No,2.0,Post-Graduate,0
272,Sara,Smith,69.0,Male,unknown,85000.0,No,1.0,unknown,1
273,Sara,Khan,20.0,Male,Delhi,85000.0,Yes,2.0,unknown,1
274,Sara,Brown,11.0,Male,Delhi,85000.0,Yes,4.0,unknown,0
275,John,Brown,74.0,Female,Mumbai,145000.0,Yes,2.0,Post-Graduate,1
276,Emma,Khan,38.0,Female,unknown,140000.0,No,2.0,High School,0
277,John,Patel,6.0,unknown,New York,105000.0,Unknown,2.0,High School,0
278,Priya,Smith,72.0,Male,Delhi,125000.0,No,2.0,Graduate,0
279,John,Patel,23.0,Male,Mumbai,115000.0,Yes,1.0,Graduate,0
280,Alice,Sharma,47.0,Female,unknown,115000.0,Yes,1.0,unknown,1
281,Emma,Patel,46.0,Male,London,120000.0,Yes,2.0,Post-Graduate,0
282,Emma,Patel,12.0,Female,New York,75000.0,Yes,4.0,Graduate,0
283,Priya,Khan,13.0,Female,Delhi,110000.0,Yes,3.0,Graduate,1
284,Amit,Khan,62.0,Female,unknown,85000.0,Yes,1.0,Post-Graduate,0
285,Alice,Khan,38.0,unknown,Mumbai,100000.0,No,0.0,unknown,0
286,Bob,Brown,60.0,unknown,Delhi,135000.0,No,2.0,Graduate,1
287,John,Sharma,43.0,Female,unknown,120000.0,Unknown,2.0,unknown,1
288,Rahul,Khan,76.0,Female,Delhi,30000.0,Yes,0.0,unknown,1
289,John,Smith,68.0,Female,New York,145000.0,Yes,2.0,unknown,0
290,Sara,Brown,5.0,Female,New York,130000.0,Yes,2.0,High School,1
291,John,Johnson,37.0,Female,New York,50000.0,No,2.0,High School,1
292,Bob,Smith,72.0,Male,unknown,100000.0,Yes,2.0,unknown,0
293,John,Smith,31.0,Male,unknown,75000.0,Yes,1.0,High School,0
294,Alice,Khan,9.0,Female,Mumbai,60000.0,No,1.0,unknown,0
295,Alice,Johnson,51.0,Male,New York,90000.0,Yes,0.0,Post-Graduate,0
296,Emma,Johnson,29.0,Female,unknown,105000.0,Yes,2.0,High School,0
297,Priya,Brown,78.0,Male,Delhi,120000.0,Yes,2.0,High School,1
298,Amit,Johnson,40.0,Female,London,80000.0,Yes,2.0,unknown,1
299,Rahul,Sharma,41.0,Male,unknown,120000.0,No,2.0,unknown,1
300,Sara,Khan,11.0,Female,unknown,55000.0,Yes,0.0,Post-Graduate,0
301,John,Johnson,23.0,Female,unknown,85000.0,Yes,3.0,unknown,0
302,John,Brown,1.0,unknown,unknown,55000.0,No,0.0,unknown,0
303,Bob,Sharma,46.0,Female,unknown,85000.0,No,4.0,unknown,1
304,Priya,Patel,21.0,Female,New York,50000.0,Unknown,0.0,Post-Graduate,1
305,Alice,Patel,36.0,Male,Mumbai,130000.0,Yes,2.0,unknown,0
306,Rahul,Sharma,54.0,Male,Delhi,75000.0,Yes,4.0,Post-Graduate,1
307,Emma,Brown,57.0,Female,Mumbai,70000.0,No,4.0,unknown,0
308,Alice,Sharma,1.0,unknown,Delhi,125000.0,Yes,4.0,unknown,1
309,Sara,Khan,63.0,Female,Delhi,125000.0,No,3.0,unknown,1
310,Priya,Khan,54.0,unknown,Mumbai,70000.0,Yes,0.0,Graduate,1
311,Sara,Patel,55.0,Male,unknown,140000.0,No,2.0,High School,0
312,Amit,Johnson,40.0,Male,Delhi,125000.0,Unknown,0.0,unknown,1
313,Emma,Brown,15.0,Male,Mumbai,85000.0,Unknown,3.0,Graduate,1
314,Amit,Patel,21.0,Male,Delhi,80000.0,No,2.0,High School,0
315,Bob,Johnson,47.0,Female,London,105000.0,Yes,1.0,unknown,1
316,Sara,Johnson,73.0,Female,unknown,25000.0,Yes,2.0,Post-Graduate,0
317,Bob,Khan,53.0,Female,New York,120000.0,Yes,2.0,High School,0
318,John,Smith,9.0,Female,Delhi,90000.0,No,0.0,unknown,0
319,Amit,Smith,74.0,unknown,London,115000.0,Yes,1.0,Graduate,0
320,Priya,Sharma,52.0,Female,New York,85000.0,Yes,2.0,High School,0
321,Sara,Khan,57.0,Male,New York,105000.0,Unknown,2.0,High School,1
322,Rahul,Johnson,26.0,Male,Delhi,90000.0,Yes,3.0,unknown,0
323,Emma,Brown,41.0,unknown,Mumbai,110000.0,Yes,2.0,unknown,0
324,Alice,Smith,35.0,Male,Delhi,130000.0,Yes,2.0,Post-Graduate,0
325,Priya,Johnson,63.0,unknown,London,135000.0,Yes,2.0,unknown,0
326,Priya,Smith,25.0,unknown,New York,75000.0,No,2.0,Post-Graduate,1
327,Bob,Smith,75.0,Male,Delhi,80000.0,Yes,2.0,unknown,0
328,Amit,Smith,38.0,Female,Mumbai,125000.0,No,2.0,High School,1
329,Sara,Brown,2.0,Female,Delhi,70000.0,No,2.0,Post-Graduate,0
330,Sara,Khan,7.0,Female,unknown,40000.0,No,3.0,Graduate,1
331,John,Brown,38.0,Male,Mumbai,20000.0,Yes,4.0,Graduate,0
332,John,Patel,34.0,Male,London,135000.0,Unknown,4.0,unknown,0
333,Emma,Johnson,17.0,Male,New York,30000.0,Yes,1.0,unknown,1
334,Bob,Khan,43.0,Male,Delhi,125000.0,Unknown,4.0,unknown,0
335,Priya,Khan,59.0,Female,Mumbai,110000.0,Yes,4.0,unknown,1
336,Sara,Khan,51.0,Female,unknown,130000.0,No,2.0,unknown,0
337,Rahul,Khan,54.0,unknown,Mumbai,50000.0,Yes,2.0,Graduate,1
338,Bob,Brown,24.0,unknown,unknown,75000.0,Yes,2.0,Graduate,0
339,Emma,Khan,25.0,unknown,unknown,90000.0,No,1.0,unknown,0
340,Emma,Sharma,71.0,Male,London,140000.0,Unknown,0.0,Graduate,1
341,Bob,Johnson,52.0,Female,New York,40000.0,Unknown,2.0,unknown,0
342,Emma,Khan,70.0,Male,London,90000.0,Unknown,1.0,unknown,0
343,Bob,Johnson,33.0,Male,Delhi,55000.0,No,1.0,Graduate,0
